# guides per family|family size,2,3,4,5,6,7,8,9,10
1,276,24,5,0,1,0,0,0,0
2,1415,402,130,54,13,12,4,3,2
3,0,331,184,127,65,33,18,16,9
4,0,0,113,74,65,41,23,22,10
5,0,0,0,35,24,25,17,17,12
6,0,0,0,0,14,14,12,11,7
7,0,0,0,0,0,6,10,5,8
8,0,0,0,0,0,0,4,3,1
